index,power_watts,kettle_watts
2013-02-17 16:00:00+00:00,638.7167358,0
2013-02-17 17:00:00+00:00,573.8969116,0
2013-02-17 18:00:00+00:00,574.0449829,0
2013-02-17 19:00:00+00:00,1860.316528,0
2013-02-17 20:00:00+00:00,424.2340698,0
2013-02-17 21:00:00+00:00,597.9038086,0
2013-02-17 22:00:00+00:00,351.245697,0
2013-02-17 23:00:00+00:00,307.5395203,0
2013-02-18 00:00:00+00:00,323.3780212,0
2013-02-18 01:00:00+00:00,312.2633362,0
2013-02-18 02:00:00+00:00,310.099823,0
2013-02-18 03:00:00+00:00,218.2289124,0
2013-02-18 04:00:00+00:00,198.89328,0
2013-02-18 05:00:00+00:00,245.7965546,0
2013-02-18 06:00:00+00:00,195.6213379,0
2013-02-18 07:00:00+00:00,363.2185974,0
2013-02-18 08:00:00+00:00,201.091217,0
2013-02-18 09:00:00+00:00,899.4396362,0
2013-02-18 10:00:00+00:00,981.0700684,0
2013-02-18 11:00:00+00:00,361.6103516,0
2013-02-18 12:00:00+00:00,900.2384033,0
2013-02-18 13:00:00+00:00,455.5181274,0
2013-02-18 14:00:00+00:00,470.6217651,0
2013-02-18 15:00:00+00:00,318.6234741,0
2013-02-18 16:00:00+00:00,405.4058838,0
2013-02-18 17:00:00+00:00,509.8500061,0
2013-02-18 18:00:00+00:00,745.4120483,0
2013-02-18 19:00:00+00:00,1960.796631,0
2013-02-18 20:00:00+00:00,572.0551758,0
2013-02-18 21:00:00+00:00,387.19104,0
2013-02-18 22:00:00+00:00,394.8672485,0
2013-02-18 23:00:00+00:00,328.8502502,0
2013-02-19 00:00:00+00:00,317.6941528,0
2013-02-19 01:00:00+00:00,294.4413757,0
2013-02-19 02:00:00+00:00,167.3655243,0
2013-02-19 03:00:00+00:00,170.4793091,0
2013-02-19 04:00:00+00:00,186.9137878,0
2013-02-19 05:00:00+00:00,263.6891174,0
2013-02-19 06:00:00+00:00,308.5899658,0
2013-02-19 07:00:00+00:00,167.7530212,0
2013-02-19 08:00:00+00:00,162.1208954,0
2013-02-19 09:00:00+00:00,166.7172394,0
2013-02-19 10:00:00+00:00,239.8027649,0
2013-02-19 11:00:00+00:00,247.7979279,0
2013-02-19 12:00:00+00:00,380.3855286,0
2013-02-19 13:00:00+00:00,377.225708,0
2013-02-19 14:00:00+00:00,259.7391968,0
2013-02-19 15:00:00+00:00,282.2417908,0
2013-02-19 16:00:00+00:00,344.1539917,0
2013-02-19 17:00:00+00:00,355,0
2013-02-19 18:00:00+00:00,833.9429932,0
2013-02-19 19:00:00+00:00,817.2979126,0
2013-02-19 20:00:00+00:00,1699.309082,0
2013-02-19 21:00:00+00:00,558.8145752,0
2013-02-19 22:00:00+00:00,360.2972412,0
2013-02-19 23:00:00+00:00,309.6230774,0
2013-02-20 00:00:00+00:00,321.8846741,0
2013-02-20 01:00:00+00:00,171.253006,0
2013-02-20 02:00:00+00:00,167.6310272,0
2013-02-20 03:00:00+00:00,174.9051666,0
2013-02-20 04:00:00+00:00,191.0500031,0
2013-02-20 05:00:00+00:00,257.3224182,0
2013-02-20 06:00:00+00:00,269.3979187,0
2013-02-20 07:00:00+00:00,169.2517242,0
2013-02-20 08:00:00+00:00,170.5603485,0
