index,power_watts,kettle_watts
2013-02-17 16:00:00+00:00,638.7167358398438,0.0
2013-02-17 17:00:00+00:00,573.8969116210938,0.0
2013-02-17 18:00:00+00:00,574.0449829101562,0.0
2013-02-17 19:00:00+00:00,1860.3165283203125,0.0
2013-02-17 20:00:00+00:00,424.23406982421875,0.0
2013-02-17 21:00:00+00:00,597.90380859375,0.0
2013-02-17 22:00:00+00:00,351.2456970214844,0.0
2013-02-17 23:00:00+00:00,307.5395202636719,0.0
2013-02-18 00:00:00+00:00,323.3780212402344,0.0
2013-02-18 01:00:00+00:00,312.2633361816406,0.0
2013-02-18 02:00:00+00:00,310.0998229980469,0.0
2013-02-18 03:00:00+00:00,218.22891235351562,0.0
2013-02-18 04:00:00+00:00,198.89328002929688,0.0
2013-02-18 05:00:00+00:00,245.7965545654297,0.0
2013-02-18 06:00:00+00:00,195.621337890625,0.0
2013-02-18 07:00:00+00:00,363.2185974121094,0.0
2013-02-18 08:00:00+00:00,201.09121704101562,0.0
2013-02-18 09:00:00+00:00,899.4396362304688,0.0
2013-02-18 10:00:00+00:00,981.070068359375,0.0
2013-02-18 11:00:00+00:00,361.6103515625,0.0
2013-02-18 12:00:00+00:00,900.2384033203125,0.0
2013-02-18 13:00:00+00:00,455.51812744140625,0.0
2013-02-18 14:00:00+00:00,470.62176513671875,0.0
2013-02-18 15:00:00+00:00,318.62347412109375,0.0
2013-02-18 16:00:00+00:00,405.4058837890625,0.0
2013-02-18 17:00:00+00:00,509.8500061035156,0.0
2013-02-18 18:00:00+00:00,745.4120483398438,0.0
2013-02-18 19:00:00+00:00,1960.796630859375,0.0
2013-02-18 20:00:00+00:00,572.05517578125,0.0
2013-02-18 21:00:00+00:00,387.1910400390625,0.0
2013-02-18 22:00:00+00:00,394.86724853515625,0.0
2013-02-18 23:00:00+00:00,328.8502502441406,0.0
2013-02-19 00:00:00+00:00,317.69415283203125,0.0
2013-02-19 01:00:00+00:00,294.4413757324219,0.0
2013-02-19 02:00:00+00:00,167.3655242919922,0.0
2013-02-19 03:00:00+00:00,170.47930908203125,0.0
2013-02-19 04:00:00+00:00,186.91378784179688,0.0
2013-02-19 05:00:00+00:00,263.6891174316406,0.0
2013-02-19 06:00:00+00:00,308.5899658203125,0.0
2013-02-19 07:00:00+00:00,167.75302124023438,0.0
2013-02-19 08:00:00+00:00,162.1208953857422,0.0
2013-02-19 09:00:00+00:00,166.7172393798828,0.0
2013-02-19 10:00:00+00:00,239.80276489257812,0.0
2013-02-19 11:00:00+00:00,247.7979278564453,0.0
2013-02-19 12:00:00+00:00,380.3855285644531,0.0
2013-02-19 13:00:00+00:00,377.2257080078125,0.0
2013-02-19 14:00:00+00:00,259.73919677734375,0.0
2013-02-19 15:00:00+00:00,282.2417907714844,0.0
2013-02-19 16:00:00+00:00,344.15399169921875,0.0
2013-02-19 17:00:00+00:00,355.0,0.0
2013-02-19 18:00:00+00:00,833.9429931640625,0.0
2013-02-19 19:00:00+00:00,817.2979125976562,0.0
2013-02-19 20:00:00+00:00,1699.30908203125,0.0
2013-02-19 21:00:00+00:00,558.8145751953125,0.0
2013-02-19 22:00:00+00:00,360.2972412109375,0.0
2013-02-19 23:00:00+00:00,309.6230773925781,0.0
2013-02-20 00:00:00+00:00,321.8846740722656,0.0
2013-02-20 01:00:00+00:00,171.2530059814453,0.0
2013-02-20 02:00:00+00:00,167.6310272216797,0.0
2013-02-20 03:00:00+00:00,174.90516662597656,0.0
2013-02-20 04:00:00+00:00,191.0500030517578,0.0
2013-02-20 05:00:00+00:00,257.3224182128906,0.0
2013-02-20 06:00:00+00:00,269.3979187011719,0.0
2013-02-20 07:00:00+00:00,169.25172424316406,0.0
2013-02-20 08:00:00+00:00,170.5603485107422,0.0
2013-02-20 09:00:00+00:00,169.10000610351562,0.0
2013-02-20 10:00:00+00:00,358.5899658203125,0.0
2013-02-20 11:00:00+00:00,303.8667907714844,0.0
2013-02-20 12:00:00+00:00,339.7702941894531,0.0
2013-02-20 13:00:00+00:00,234.34083557128906,0.0
2013-02-20 14:00:00+00:00,225.00863647460938,0.0
2013-02-20 15:00:00+00:00,235.74913024902344,0.0
2013-02-20 16:00:00+00:00,284.7370300292969,0.0
2013-02-20 17:00:00+00:00,291.4680480957031,0.0
2013-02-20 18:00:00+00:00,638.8396606445312,0.0
2013-02-20 19:00:00+00:00,712.6614990234375,0.0
2013-02-20 20:00:00+00:00,1653.220947265625,0.0
2013-02-20 21:00:00+00:00,348.9327697753906,0.0
2013-02-20 22:00:00+00:00,613.9602661132812,0.0
2013-02-20 23:00:00+00:00,345.98968505859375,0.0
2013-02-21 00:00:00+00:00,303.6058654785156,0.0
2013-02-21 01:00:00+00:00,260.9879455566406,0.0
2013-02-21 02:00:00+00:00,166.1620635986328,0.0
2013-02-21 03:00:00+00:00,176.4456024169922,0.0
2013-02-21 04:00:00+00:00,190.92054748535156,0.0
2013-02-21 05:00:00+00:00,265.22491455078125,0.0
2013-02-21 06:00:00+00:00,380.10345458984375,0.0
2013-02-21 07:00:00+00:00,175.23875427246094,0.0
2013-02-21 08:00:00+00:00,165.59413146972656,0.0
2013-02-21 09:00:00+00:00,178.44886779785156,0.0
2013-02-21 10:00:00+00:00,251.3131561279297,0.0
2013-02-21 11:00:00+00:00,367.30914306640625,0.0
2013-02-21 12:00:00+00:00,348.1271667480469,0.0
2013-02-21 13:00:00+00:00,415.9878845214844,0.0
2013-02-21 14:00:00+00:00,298.90814208984375,0.0
2013-02-21 15:00:00+00:00,314.4124755859375,0.0
2013-02-21 16:00:00+00:00,378.72271728515625,0.0
2013-02-21 17:00:00+00:00,483.7123107910156,0.0
2013-02-21 18:00:00+00:00,885.2491455078125,0.0
2013-02-21 19:00:00+00:00,1428.8900146484375,0.0
2013-02-21 20:00:00+00:00,1119.400634765625,0.0
2013-02-21 21:00:00+00:00,395.04827880859375,0.0
2013-02-21 22:00:00+00:00,343.777587890625,0.0
2013-02-21 23:00:00+00:00,342.1899719238281,0.0
2013-02-22 00:00:00+00:00,332.3724060058594,0.0
2013-02-22 01:00:00+00:00,300.4221496582031,0.0
2013-02-22 02:00:00+00:00,170.51300048828125,0.0
2013-02-22 03:00:00+00:00,179.25823974609375,0.0
2013-02-22 04:00:00+00:00,195.701904296875,0.0
2013-02-22 05:00:00+00:00,277.2183837890625,0.0
2013-02-22 06:00:00+00:00,268.028076171875,0.0
2013-02-22 07:00:00+00:00,179.58058166503906,0.0
2013-02-22 08:00:00+00:00,172.75390625,0.0
2013-02-22 09:00:00+00:00,183.77951049804688,0.0
2013-02-22 10:00:00+00:00,283.79339599609375,0.0
2013-02-22 11:00:00+00:00,359.0308837890625,0.0
2013-02-22 12:00:00+00:00,289.76214599609375,0.0
2013-02-22 13:00:00+00:00,372.52520751953125,0.0
2013-02-22 14:00:00+00:00,296.03826904296875,0.0
2013-02-22 15:00:00+00:00,319.01910400390625,0.0
2013-02-22 16:00:00+00:00,362.68695068359375,0.0
2013-02-22 17:00:00+00:00,789.0953369140625,0.0
2013-02-22 18:00:00+00:00,778.1779174804688,0.0
2013-02-22 19:00:00+00:00,1690.9371337890625,0.0
2013-02-22 20:00:00+00:00,443.6204528808594,0.0
2013-02-22 21:00:00+00:00,410.88214111328125,0.0
2013-02-22 22:00:00+00:00,367.5484313964844,0.0
2013-02-22 23:00:00+00:00,368.7525939941406,0.0
2013-02-23 00:00:00+00:00,300.1020812988281,0.0
2013-02-23 01:00:00+00:00,323.6811218261719,0.0
2013-02-23 02:00:00+00:00,334.4221496582031,0.0
2013-02-23 03:00:00+00:00,235.36741638183594,0.0
2013-02-23 04:00:00+00:00,201.1265106201172,0.0
2013-02-23 05:00:00+00:00,273.7673645019531,0.0
2013-02-23 06:00:00+00:00,217.3240966796875,0.0
2013-02-23 07:00:00+00:00,195.4679412841797,0.0
2013-02-23 08:00:00+00:00,361.8958435058594,0.0
2013-02-23 09:00:00+00:00,228.36048889160156,0.0
2013-02-23 10:00:00+00:00,215.91839599609375,0.0
2013-02-23 11:00:00+00:00,536.9583129882812,0.0
2013-02-23 12:00:00+00:00,1060.42041015625,0.0
2013-02-23 13:00:00+00:00,974.2491455078125,0.0
2013-02-23 14:00:00+00:00,321.1649169921875,0.0
2013-02-23 15:00:00+00:00,375.4270935058594,0.0
2013-02-23 16:00:00+00:00,932.5319213867188,0.0
2013-02-23 17:00:00+00:00,562.6961669921875,0.0
2013-02-23 18:00:00+00:00,1705.965576171875,0.0
2013-02-23 19:00:00+00:00,781.3167114257812,0.0
2013-02-23 20:00:00+00:00,349.20623779296875,0.0
2013-02-23 21:00:00+00:00,396.1958312988281,0.0
2013-02-23 22:00:00+00:00,310.2079772949219,0.0
2013-02-23 23:00:00+00:00,366.439453125,0.0
2013-02-24 00:00:00+00:00,320.62152099609375,0.0
2013-02-24 01:00:00+00:00,311.32525634765625,0.0
2013-02-24 02:00:00+00:00,293.1698303222656,0.0
2013-02-24 03:00:00+00:00,233.91680908203125,0.0
2013-02-24 04:00:00+00:00,191.90814208984375,0.0
2013-02-24 05:00:00+00:00,270.3934020996094,0.0
2013-02-24 06:00:00+00:00,206.28250122070312,0.0
2013-02-24 07:00:00+00:00,174.0935821533203,0.0
2013-02-24 08:00:00+00:00,169.28076171875,0.0
2013-02-24 09:00:00+00:00,497.0,0.0
2013-02-24 10:00:00+00:00,321.8298645019531,0.0
2013-02-24 11:00:00+00:00,1525.312255859375,0.0
2013-02-24 12:00:00+00:00,1516.9249267578125,0.0
2013-02-24 13:00:00+00:00,322.0484313964844,0.0
2013-02-24 14:00:00+00:00,319.0901184082031,0.0
2013-02-24 15:00:00+00:00,486.4575500488281,0.0
2013-02-24 16:00:00+00:00,496.1611633300781,0.0
2013-02-24 17:00:00+00:00,790.8502807617188,0.0
2013-02-24 18:00:00+00:00,1531.662109375,0.0
2013-02-24 19:00:00+00:00,1024.3544921875,0.0
2013-02-24 20:00:00+00:00,708.9965209960938,0.0
2013-02-24 21:00:00+00:00,563.1019287109375,0.0
2013-02-24 22:00:00+00:00,357.0017395019531,0.0
2013-02-24 23:00:00+00:00,335.024169921875,0.0
2013-02-25 00:00:00+00:00,303.95501708984375,0.0
2013-02-25 01:00:00+00:00,310.9169616699219,0.0
2013-02-25 02:00:00+00:00,284.6816711425781,0.0
2013-02-25 03:00:00+00:00,180.80450439453125,0.0
2013-02-25 04:00:00+00:00,197.5667266845703,0.0
2013-02-25 05:00:00+00:00,276.08837890625,0.0
2013-02-25 06:00:00+00:00,215.2842254638672,0.0
2013-02-25 07:00:00+00:00,231.4090118408203,0.0
2013-02-25 08:00:00+00:00,178.38821411132812,0.0
2013-02-25 09:00:00+00:00,182.48873901367188,0.0
2013-02-25 10:00:00+00:00,182.67764282226562,0.0
2013-02-25 11:00:00+00:00,347.6522521972656,0.0
2013-02-25 12:00:00+00:00,290.1076354980469,0.0
2013-02-25 13:00:00+00:00,258.8006896972656,0.0
2013-02-25 14:00:00+00:00,203.9427032470703,0.0
2013-02-25 15:00:00+00:00,225.16839599609375,0.0
2013-02-25 16:00:00+00:00,258.9046936035156,0.0
2013-02-25 17:00:00+00:00,265.8489685058594,0.0
2013-02-25 18:00:00+00:00,594.4533081054688,0.0
2013-02-25 19:00:00+00:00,574.6366577148438,0.0
2013-02-25 20:00:00+00:00,1546.5162353515625,0.0
2013-02-25 21:00:00+00:00,949.93994140625,0.0
2013-02-25 22:00:00+00:00,439.7577819824219,0.0
2013-02-25 23:00:00+00:00,262.7702941894531,0.0
2013-02-26 00:00:00+00:00,197.2837371826172,0.0
2013-02-26 01:00:00+00:00,176.5138397216797,0.0
2013-02-26 02:00:00+00:00,169.17788696289062,0.0
2013-02-26 03:00:00+00:00,169.0034637451172,0.0
2013-02-26 04:00:00+00:00,194.54592895507812,0.0
2013-02-26 05:00:00+00:00,262.8408203125,0.0
2013-02-26 06:00:00+00:00,246.64297485351562,0.0
2013-02-26 07:00:00+00:00,167.6038055419922,0.0
2013-02-26 08:00:00+00:00,173.30902099609375,0.0
2013-02-26 09:00:00+00:00,165.54151916503906,0.0
2013-02-26 10:00:00+00:00,201.6903076171875,0.0
2013-02-26 11:00:00+00:00,262.0623779296875,0.0
2013-02-26 12:00:00+00:00,495.2214660644531,0.0
2013-02-26 13:00:00+00:00,290.0901184082031,0.0
2013-02-26 14:00:00+00:00,294.40972900390625,0.0
2013-02-26 15:00:00+00:00,289.6204528808594,0.0
2013-02-26 16:00:00+00:00,363.3055419921875,0.0
2013-02-26 17:00:00+00:00,395.6811218261719,0.0
2013-02-26 18:00:00+00:00,836.039794921875,0.0
2013-02-26 19:00:00+00:00,824.3483276367188,0.0
2013-02-26 20:00:00+00:00,1784.4864501953125,0.0
2013-02-26 21:00:00+00:00,515.2478637695312,0.0
2013-02-26 22:00:00+00:00,301.2936096191406,0.0
2013-02-26 23:00:00+00:00,284.210693359375,0.0
2013-02-27 00:00:00+00:00,245.19723510742188,0.0
2013-02-27 01:00:00+00:00,164.86183166503906,0.0
2013-02-27 02:00:00+00:00,175.2231903076172,0.0
2013-02-27 03:00:00+00:00,164.5242156982422,0.0
2013-02-27 04:00:00+00:00,202.1159210205078,0.0
2013-02-27 05:00:00+00:00,253.57192993164062,0.0
2013-02-27 06:00:00+00:00,244.35069274902344,0.0
2013-02-27 07:00:00+00:00,178.79202270507812,0.0
2013-02-27 08:00:00+00:00,166.64878845214844,0.0
2013-02-27 09:00:00+00:00,169.0,0.0
2013-02-27 10:00:00+00:00,246.90988159179688,0.0
2013-02-27 11:00:00+00:00,269.2218322753906,0.0
2013-02-27 12:00:00+00:00,503.3477478027344,0.0
2013-02-27 13:00:00+00:00,343.1492919921875,0.0
2013-02-27 14:00:00+00:00,259.8336181640625,0.0
2013-02-27 15:00:00+00:00,309.6857604980469,0.0
2013-02-27 16:00:00+00:00,362.43328857421875,0.0
2013-02-27 17:00:00+00:00,374.7781677246094,0.0
2013-02-27 18:00:00+00:00,786.9010620117188,0.0
2013-02-27 19:00:00+00:00,1033.80029296875,0.0
2013-02-27 20:00:00+00:00,1473.447265625,0.0
2013-02-27 21:00:00+00:00,597.4320678710938,0.0
2013-02-27 22:00:00+00:00,417.0501708984375,0.0
2013-02-27 23:00:00+00:00,353.1076354980469,0.0
2013-02-28 00:00:00+00:00,303.9826965332031,0.0
2013-02-28 01:00:00+00:00,275.4134826660156,0.0
2013-02-28 02:00:00+00:00,177.0934295654297,0.0
2013-02-28 03:00:00+00:00,181.56919860839844,0.0
2013-02-28 04:00:00+00:00,203.421142578125,0.0
2013-02-28 05:00:00+00:00,273.5547790527344,0.0
2013-02-28 06:00:00+00:00,221.4384765625,0.0
2013-02-28 07:00:00+00:00,204.34031677246094,0.0
2013-02-28 08:00:00+00:00,182.5138397216797,0.0
2013-02-28 09:00:00+00:00,184.03639221191406,0.0
2013-02-28 10:00:00+00:00,272.67938232421875,0.0
2013-02-28 11:00:00+00:00,266.8873596191406,0.0
2013-02-28 12:00:00+00:00,329.7400207519531,0.0
2013-02-28 13:00:00+00:00,207.4246063232422,0.0
2013-02-28 14:00:00+00:00,165.11265563964844,0.0
2013-02-28 15:00:00+00:00,186.263427734375,0.0
2013-02-28 16:00:00+00:00,256.2742919921875,0.0
2013-02-28 17:00:00+00:00,263.4705810546875,0.0
2013-02-28 18:00:00+00:00,568.2526245117188,0.0
2013-02-28 19:00:00+00:00,665.5741577148438,0.0
2013-02-28 20:00:00+00:00,468.953369140625,0.0
2013-02-28 21:00:00+00:00,1469.4752197265625,0.0
2013-02-28 22:00:00+00:00,1234.189697265625,0.0
2013-02-28 23:00:00+00:00,496.0155334472656,0.0
2013-03-01 00:00:00+00:00,405.3136901855469,0.0
2013-03-01 01:00:00+00:00,173.64939880371094,0.0
2013-03-01 02:00:00+00:00,175.58030700683594,0.0
2013-03-01 03:00:00+00:00,167.61073303222656,0.0
2013-03-01 04:00:00+00:00,204.75086975097656,0.0
2013-03-01 05:00:00+00:00,252.5259552001953,0.0
2013-03-01 06:00:00+00:00,240.22222900390625,0.0
2013-03-01 07:00:00+00:00,180.0103759765625,0.0
2013-03-01 08:00:00+00:00,210.0501708984375,0.0
2013-03-01 09:00:00+00:00,182.67300415039062,0.0
2013-03-01 10:00:00+00:00,165.5934295654297,0.0
2013-03-01 11:00:00+00:00,174.71798706054688,0.0
2013-03-01 12:00:00+00:00,165.9238739013672,0.0
2013-03-01 13:00:00+00:00,176.23916625976562,0.0
2013-03-01 14:00:00+00:00,164.60899353027344,0.0
2013-03-01 15:00:00+00:00,205.38821411132812,0.0
2013-03-01 16:00:00+00:00,255.80242919921875,0.0
2013-03-01 17:00:00+00:00,284.4644775390625,0.0
2013-03-01 18:00:00+00:00,688.474853515625,0.0
2013-03-01 19:00:00+00:00,493.0692138671875,0.0
2013-03-01 20:00:00+00:00,502.12109375,0.0
2013-03-01 21:00:00+00:00,739.1658325195312,0.0
2013-03-01 22:00:00+00:00,362.1554260253906,0.0
2013-03-01 23:00:00+00:00,266.240478515625,0.0
2013-03-02 00:00:00+00:00,169.97927856445312,0.0
2013-03-02 01:00:00+00:00,174.0294189453125,0.0
2013-03-02 02:00:00+00:00,163.3633270263672,0.0
2013-03-02 03:00:00+00:00,173.23049926757812,0.0
2013-03-02 04:00:00+00:00,189.9064178466797,0.0
2013-03-02 05:00:00+00:00,263.6083068847656,0.0
2013-03-02 06:00:00+00:00,195.0225372314453,0.0
2013-03-02 07:00:00+00:00,175.0138397216797,0.0
2013-03-02 08:00:00+00:00,165.41941833496094,0.0
2013-03-02 09:00:00+00:00,422.25,0.0
2013-03-02 10:00:00+00:00,814.3258056640625,0.0
2013-03-02 11:00:00+00:00,893.42041015625,0.0
2013-03-02 12:00:00+00:00,368.913330078125,0.0
2013-03-02 13:00:00+00:00,298.4974060058594,0.0
2013-03-02 14:00:00+00:00,221.35243225097656,0.0
2013-03-02 15:00:00+00:00,235.1458282470703,0.0
2013-03-02 16:00:00+00:00,451.59375,0.0
2013-03-02 17:00:00+00:00,293.94964599609375,0.0
2013-03-02 18:00:00+00:00,581.5657348632812,0.0
2013-03-02 19:00:00+00:00,360.1663818359375,0.0
2013-03-02 20:00:00+00:00,448.9410705566406,0.0
2013-03-02 21:00:00+00:00,403.24652099609375,0.0
2013-03-02 22:00:00+00:00,197.77162170410156,0.0
2013-03-02 23:00:00+00:00,188.45501708984375,0.0
2013-03-03 00:00:00+00:00,163.07452392578125,0.0
2013-03-03 01:00:00+00:00,172.57440185546875,0.0
2013-03-03 02:00:00+00:00,163.1490478515625,0.0
2013-03-03 03:00:00+00:00,173.1490478515625,0.0
2013-03-03 04:00:00+00:00,189.109375,0.0
2013-03-03 05:00:00+00:00,268.3992919921875,0.0
2013-03-03 06:00:00+00:00,203.62391662597656,0.0
2013-03-03 07:00:00+00:00,173.68055725097656,0.0
2013-03-03 08:00:00+00:00,447.95147705078125,0.0
2013-03-03 09:00:00+00:00,242.19618225097656,0.0
2013-03-03 10:00:00+00:00,215.31304931640625,0.0
2013-03-03 11:00:00+00:00,201.9635467529297,0.0
2013-03-03 12:00:00+00:00,385.1819763183594,0.0
2013-03-03 13:00:00+00:00,228.99305725097656,0.0
2013-03-03 14:00:00+00:00,220.6660919189453,0.0
2013-03-03 15:00:00+00:00,272.7673645019531,0.0
2013-03-03 16:00:00+00:00,300.88348388671875,0.0
2013-03-03 17:00:00+00:00,486.1145935058594,0.0
2013-03-03 18:00:00+00:00,650.0399169921875,0.0
2013-03-03 19:00:00+00:00,553.0518798828125,0.0
2013-03-03 20:00:00+00:00,642.5181884765625,0.0
2013-03-03 21:00:00+00:00,1947.416015625,0.0
2013-03-03 22:00:00+00:00,326.2872009277344,0.0
2013-03-03 23:00:00+00:00,232.26296997070312,0.0
2013-03-04 00:00:00+00:00,168.75259399414062,0.0
2013-03-04 01:00:00+00:00,176.31488037109375,0.0
2013-03-04 02:00:00+00:00,168.35293579101562,0.0
2013-03-04 03:00:00+00:00,173.90988159179688,0.0
2013-03-04 04:00:00+00:00,191.4436798095703,0.0
2013-03-04 05:00:00+00:00,268.7452392578125,0.0
2013-03-04 06:00:00+00:00,289.60589599609375,0.0
2013-03-04 07:00:00+00:00,171.21798706054688,0.0
2013-03-04 08:00:00+00:00,174.55113220214844,0.0
2013-03-04 09:00:00+00:00,196.65684509277344,0.0
2013-03-04 10:00:00+00:00,251.93588256835938,0.0
2013-03-04 11:00:00+00:00,233.6505126953125,0.0
2013-03-04 12:00:00+00:00,241.04454040527344,0.0
2013-03-04 13:00:00+00:00,205.55357360839844,0.0
2013-03-04 14:00:00+00:00,243.26666259765625,0.0
2013-03-04 15:00:00+00:00,241.20103454589844,0.0
2013-03-04 16:00:00+00:00,352.9844055175781,0.0
2013-03-04 17:00:00+00:00,554.5104370117188,0.0
2013-03-04 18:00:00+00:00,659.3663330078125,0.0
2013-03-04 19:00:00+00:00,1724.6866455078125,0.0
2013-03-04 20:00:00+00:00,754.0918579101562,0.0
2013-03-04 21:00:00+00:00,378.30914306640625,0.0
2013-03-04 22:00:00+00:00,295.1972351074219,0.0
2013-03-04 23:00:00+00:00,307.89984130859375,0.0
2013-03-05 00:00:00+00:00,300.86187744140625,0.0
2013-03-05 01:00:00+00:00,314.2079772949219,0.0
2013-03-05 02:00:00+00:00,275.55535888671875,0.0
2013-03-05 03:00:00+00:00,171.05892944335938,0.0
2013-03-05 04:00:00+00:00,206.97743225097656,0.0
2013-03-05 05:00:00+00:00,252.96527099609375,0.0
2013-03-05 06:00:00+00:00,347.9248352050781,0.0
2013-03-05 07:00:00+00:00,164.36915588378906,0.0
2013-03-05 08:00:00+00:00,173.32118225097656,0.0
2013-03-05 09:00:00+00:00,197.17535400390625,0.0
2013-03-05 10:00:00+00:00,186.60589599609375,0.0
2013-03-05 11:00:00+00:00,164.11651611328125,0.0
2013-03-05 12:00:00+00:00,168.3645782470703,0.0
2013-03-05 13:00:00+00:00,164.1265106201172,0.0
2013-03-05 14:00:00+00:00,168.14756774902344,0.0
2013-03-05 15:00:00+00:00,174.25823974609375,0.0
2013-03-05 16:00:00+00:00,256.08837890625,0.0
2013-03-05 17:00:00+00:00,404.62890625,0.0
2013-03-05 18:00:00+00:00,544.060546875,0.0
2013-03-05 19:00:00+00:00,305.24346923828125,0.0
2013-03-05 20:00:00+00:00,289.4826965332031,0.0
2013-03-05 21:00:00+00:00,396.7291564941406,0.0
2013-03-05 22:00:00+00:00,1617.3492431640625,0.0
2013-03-05 23:00:00+00:00,415.1574401855469,0.0
2013-03-06 00:00:00+00:00,201.139892578125,0.0
2013-03-06 01:00:00+00:00,361.53460693359375,0.0
2013-03-06 02:00:00+00:00,189.89810180664062,0.0
2013-03-06 03:00:00+00:00,184.11744689941406,0.0
2013-03-06 04:00:00+00:00,213.22451782226562,0.0
2013-03-06 05:00:00+00:00,219.09185791015625,0.0
2013-03-06 06:00:00+00:00,201.1937713623047,0.0
2013-03-06 07:00:00+00:00,180.54922485351562,0.0
2013-03-06 08:00:00+00:00,183.5854949951172,0.0
2013-03-06 09:00:00+00:00,413.4283142089844,0.0
2013-03-06 10:00:00+00:00,628.4597778320312,0.0
2013-03-06 11:00:00+00:00,471.84375,0.0
2013-03-06 12:00:00+00:00,191.49913024902344,0.0
2013-03-06 13:00:00+00:00,184.97581481933594,0.0
2013-03-06 14:00:00+00:00,216.94618225097656,0.0
2013-03-06 15:00:00+00:00,381.3321533203125,0.0
2013-03-06 16:00:00+00:00,267.30224609375,0.0
2013-03-06 17:00:00+00:00,275.06390380859375,0.0
2013-03-06 18:00:00+00:00,568.939453125,0.0
2013-03-06 19:00:00+00:00,537.0103759765625,0.0
2013-03-06 20:00:00+00:00,249.37757873535156,0.0
2013-03-06 21:00:00+00:00,327.78448486328125,0.0
2013-03-06 22:00:00+00:00,1305.161865234375,0.0
2013-03-06 23:00:00+00:00,736.8717651367188,0.0
2013-03-07 00:00:00+00:00,287.4293212890625,0.0
2013-03-07 01:00:00+00:00,310.03448486328125,0.0
2013-03-07 02:00:00+00:00,262.47503662109375,0.0
2013-03-07 03:00:00+00:00,158.7197265625,0.0
2013-03-07 04:00:00+00:00,191.32069396972656,0.0
2013-03-07 05:00:00+00:00,186.3741455078125,0.0
