index,power_watts
2013-02-17 16:00:00+00:00,250.92539978027344
2013-02-17 17:00:00+00:00,633.7852172851562
2013-02-17 18:00:00+00:00,556.0980224609375
2013-02-17 19:00:00+00:00,719.8467407226562
2013-02-17 20:00:00+00:00,634.17138671875
2013-02-17 21:00:00+00:00,437.9407653808594
2013-02-17 22:00:00+00:00,300.9034118652344
2013-02-17 23:00:00+00:00,271.1785583496094
2013-02-18 00:00:00+00:00,234.5114288330078
2013-02-18 01:00:00+00:00,240.5271453857422
2013-02-18 02:00:00+00:00,272.8216247558594
2013-02-18 03:00:00+00:00,235.91375732421875
2013-02-18 04:00:00+00:00,242.11151123046875
2013-02-18 05:00:00+00:00,272.6767883300781
2013-02-18 06:00:00+00:00,260.50994873046875
2013-02-18 07:00:00+00:00,654.0450439453125
2013-02-18 08:00:00+00:00,504.93896484375
2013-02-18 09:00:00+00:00,397.9387512207031
2013-02-18 10:00:00+00:00,429.53070068359375
2013-02-18 11:00:00+00:00,582.023193359375
2013-02-18 12:00:00+00:00,714.842529296875
2013-02-18 13:00:00+00:00,1514.2880859375
2013-02-18 14:00:00+00:00,782.8167724609375
2013-02-18 15:00:00+00:00,298.9076232910156
2013-02-18 16:00:00+00:00,271.1502685546875
2013-02-18 17:00:00+00:00,1267.47412109375
2013-02-18 18:00:00+00:00,1098.681884765625
2013-02-18 19:00:00+00:00,616.0657348632812
2013-02-18 20:00:00+00:00,453.9338073730469
2013-02-18 21:00:00+00:00,828.2887573242188
2013-02-18 22:00:00+00:00,957.5858154296875
2013-02-18 23:00:00+00:00,299.1917419433594
2013-02-19 00:00:00+00:00,314.4112243652344
2013-02-19 01:00:00+00:00,263.72857666015625
2013-02-19 02:00:00+00:00,280.5454406738281
2013-02-19 03:00:00+00:00,290.2882995605469
2013-02-19 04:00:00+00:00,277.66485595703125
2013-02-19 05:00:00+00:00,255.36691284179688
2013-02-19 06:00:00+00:00,285.5260314941406
2013-02-19 07:00:00+00:00,472.4681091308594
2013-02-19 08:00:00+00:00,650.6343994140625
2013-02-19 09:00:00+00:00,375.3558654785156
2013-02-19 10:00:00+00:00,388.5469055175781
2013-02-19 11:00:00+00:00,448.0625
2013-02-19 12:00:00+00:00,671.274169921875
2013-02-19 13:00:00+00:00,391.4585876464844
2013-02-19 14:00:00+00:00,464.4961853027344
2013-02-19 15:00:00+00:00,332.7295227050781
2013-02-19 16:00:00+00:00,366.3883972167969
2013-02-19 17:00:00+00:00,523.4801635742188
2013-02-19 18:00:00+00:00,980.8637084960938
2013-02-19 19:00:00+00:00,563.7910766601562
2013-02-19 20:00:00+00:00,529.0018310546875
2013-02-19 21:00:00+00:00,653.4156494140625
2013-02-19 22:00:00+00:00,246.62611389160156
2013-02-19 23:00:00+00:00,252.34103393554688
2013-02-20 00:00:00+00:00,257.2287902832031
2013-02-20 01:00:00+00:00,291.91241455078125
2013-02-20 02:00:00+00:00,239.95767211914062
2013-02-20 03:00:00+00:00,276.79779052734375
2013-02-20 04:00:00+00:00,251.54107666015625
2013-02-20 05:00:00+00:00,297.3786315917969
2013-02-20 06:00:00+00:00,279.73370361328125
2013-02-20 07:00:00+00:00,362.16546630859375
2013-02-20 08:00:00+00:00,534.841064453125
2013-02-20 09:00:00+00:00,420.135498046875
2013-02-20 10:00:00+00:00,0.0
2013-02-20 11:00:00+00:00,414.4052429199219
2013-02-20 12:00:00+00:00,875.7789306640625
2013-02-20 13:00:00+00:00,462.9422302246094
2013-02-20 14:00:00+00:00,316.44586181640625
2013-02-20 15:00:00+00:00,210.96435546875
